,assay_id,standard_value,standard_units,canonical_smiles,tid,pref_name,organism,affinity
563,423468,22.999999999999993,nM,COC(=O)C(C1CCCCN1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,7.638272163982407
591,429831,23.4,nM,COC(=O)[C@H]1[C@H]2CCC(C[C@H]1c3ccc(C)cc3)N2C,155,Dopamine transporter,Homo sapiens,7.6307841425898575
592,429831,11.7,nM,COC(=O)[C@H]1[C@H]2CCC(C[C@H]1c3ccc(Cl)cc3)N2C,155,Dopamine transporter,Homo sapiens,7.931814138253839
593,429831,207.0,nM,COC(=O)[C@H]1C2CCC(C[C@@H]1c3ccc(C)cc3)N2C,155,Dopamine transporter,Homo sapiens,6.684029654543083
594,429831,22.700000000000003,nM,COC(=O)[C@H]1C2CCC(C[C@@H]1c3ccc(I)cc3)N2C,155,Dopamine transporter,Homo sapiens,7.6439741428068775
595,429831,15.699999999999998,nM,COC(=O)[C@H]1C2CCC(C[C@@H]1c3ccc(Br)cc3)N2C,155,Dopamine transporter,Homo sapiens,7.804100347590766
596,429831,324.9999999999999,nM,COC(=O)[C@H]1C2CCC(C[C@@H]1c3ccc(F)cc3)N2C,155,Dopamine transporter,Homo sapiens,6.488116639021126
597,429831,670.0,nM,COC(=O)[C@H]1C2CCC(C[C@@H]1c3ccccc3)N2C,155,Dopamine transporter,Homo sapiens,6.173925197299173
598,429831,10.200000000000001,nM,COC(=O)[C@@H]1C2CCC(C[C@H]1c3ccc(C)cc3)N2C,155,Dopamine transporter,Homo sapiens,7.991399828238082
599,429831,2.8999999999999995,nM,COC(=O)[C@@H]1C2CCC(C[C@H]1c3ccc(I)cc3)N2C,155,Dopamine transporter,Homo sapiens,8.537602002101044
600,429831,1.6999999999999997,nM,COC(=O)[C@@H]1C2CCC(C[C@H]1c3ccc(Br)cc3)N2C,155,Dopamine transporter,Homo sapiens,8.769551078621726
601,429831,3.1000000000000014,nM,COC(=O)[C@@H]1C2CCC(C[C@H]1c3ccc(Cl)cc3)N2C,155,Dopamine transporter,Homo sapiens,8.508638306165727
602,429831,21.000000000000004,nM,COC(=O)[C@@H]1C2CCC(C[C@H]1c3ccc(F)cc3)N2C,155,Dopamine transporter,Homo sapiens,7.6777807052660805
603,429831,101.0,nM,COC(=O)[C@@H]1C2CCC(C[C@H]1c3ccccc3)N2C,155,Dopamine transporter,Homo sapiens,6.995678626217358
604,429831,1.6999999999999997,nM,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c3ccc(C)cc3)N2C,155,Dopamine transporter,Homo sapiens,8.769551078621726
605,429831,1.2999999999999996,nM,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c3ccc(I)cc3)N2C,155,Dopamine transporter,Homo sapiens,8.886056647693163
606,429831,1.6999999999999997,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(Br)cc3)N2C,155,Dopamine transporter,Homo sapiens,8.769551078621726
609,429831,22.999999999999993,nM,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c3ccccc3)N2C,155,Dopamine transporter,Homo sapiens,7.638272163982407
610,429831,24.999999999999996,nM,COC(=O)[C@H]1C2CCC(C[C@@H]1c3ccc(Cl)cc3)N2C,155,Dopamine transporter,Homo sapiens,7.6020599913279625
612,431028,0.8999999999999998,nM,CN1C2CCC1[C@H]([C@H](C2)c3ccc(C)cc3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens,9.045757490560675
613,431028,979.9999999999998,nM,COc1ccc(cc1OC)[C@@H]2C3CCC(C[C@H]2c4ccc(C)cc4)N3C,155,Dopamine transporter,Homo sapiens,6.008773924307505
614,431028,23.299999999999994,nM,COc1ccc(cc1OC)[C@@H]2C3CCC(C[C@@H]2c4ccc(C)cc4)N3C,155,Dopamine transporter,Homo sapiens,7.632644078973981
615,431028,238.0,nM,COc1ccc(cc1)[C@H]2C3CCC(C[C@H]2c4ccc(C)cc4)N3C,155,Dopamine transporter,Homo sapiens,6.623423042943488
616,431028,1.23,nM,COc1ccc(cc1)[C@@H]2C3CCC(C[C@@H]2c4ccc(C)cc4)N3C,155,Dopamine transporter,Homo sapiens,8.910094888560602
617,431028,339.99999999999994,nM,CN1C2CCC1[C@@H]([C@@H](C2)c3ccc(C)cc3)c4ccc(C)cc4,155,Dopamine transporter,Homo sapiens,6.468521082957745
618,431028,1.3499999999999999,nM,CN1C2CCC1[C@H]([C@H](C2)c3ccc(C)cc3)c4ccc(C)cc4,155,Dopamine transporter,Homo sapiens,8.869666231504993
619,431028,540.0,nM,CN1C2CCC1[C@@H]([C@@H](C2)c3ccccc3)c4ccc(C)cc4,155,Dopamine transporter,Homo sapiens,6.267606240177032
620,431028,22.400000000000006,nM,CN1C2CCC1[C@H]([C@H](C2)c3ccccc3)c4ccc(C)cc4,155,Dopamine transporter,Homo sapiens,7.649751981665837
621,431028,429.9999999999999,nM,CN1C2CCC1[C@@H]([C@@H](C2)c3ccc(C)cc3)c4ccccc4,155,Dopamine transporter,Homo sapiens,6.366531544420414
622,431028,1.9599999999999993,nM,CN1C2CCC1[C@H]([C@H](C2)c3ccc(C)cc3)c4ccccc4,155,Dopamine transporter,Homo sapiens,8.707743928643524
623,431028,690.0000000000002,nM,CN1C2CCC1[C@@H]([C@@H](C2)c3ccccc3)c4ccccc4,155,Dopamine transporter,Homo sapiens,6.161150909262744
624,431028,12.600000000000003,nM,CN1C2CCC1[C@H]([C@H](C2)c3ccccc3)c4ccccc4,155,Dopamine transporter,Homo sapiens,7.899629454882437
628,437429,47899.99999999999,nM,CNCCCN1c2ccccc2CCc3ccccc13,155,Dopamine transporter,Homo sapiens,4.319664486585436
629,440429,158.0,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4ncc(s4)c5ccccc5,155,Dopamine transporter,Homo sapiens,6.801342913045577
630,440429,885.0,nM,COc1ccc(cc1OC)c2cnc(s2)[C@@H]3[C@H]4CC[C@@H](C[C@@H]3c5ccc(C)cc5)N4C,155,Dopamine transporter,Homo sapiens,6.053056729302175
631,440429,469.0,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(C)cc3)c4ncc(s4)c5ccc(Cl)c(Cl)c5,155,Dopamine transporter,Homo sapiens,6.328827157284917
632,440429,226.0,nM,COc1ccc(cc1)c2cnc(s2)[C@@H]3[C@H]4CC[C@@H](C[C@@H]3c5ccc(C)cc5)N4C,155,Dopamine transporter,Homo sapiens,6.645891560852599
633,440429,22.999999999999993,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(C)cc3)c4ncc(s4)c5cccc(c5)[N+](=O)[O-],155,Dopamine transporter,Homo sapiens,7.638272163982407
634,440429,196.99999999999997,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(C)cc3)c4ncc(s4)c5ccc(cc5)[N+](=O)[O-],155,Dopamine transporter,Homo sapiens,6.7055337738384075
635,440429,97.99999999999996,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(C)cc3)c4ncc(s4)c5cccc(Br)c5,155,Dopamine transporter,Homo sapiens,7.008773924307505
636,440429,810.0,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(C)cc3)c4ncc(s4)c5ccc(Br)cc5,155,Dopamine transporter,Homo sapiens,6.0915149811213505
637,440429,399.99999999999994,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(C)cc3)c4ncc(s4)c5ccc(Cl)cc5,155,Dopamine transporter,Homo sapiens,6.3979400086720375
638,440429,180.99999999999994,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(C)cc3)c4ncc(s4)c5ccc(F)cc5,155,Dopamine transporter,Homo sapiens,6.7423214251308154
639,440429,211.99999999999994,nM,COc1ccc(cc1OC)c2cnc(s2)[C@@H]3[C@H]4CC[C@@H](C[C@@H]3c5ccc(Cl)cc5)N4C,155,Dopamine transporter,Homo sapiens,6.673664139071248
640,440429,415.99999999999983,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4ncc(s4)c5ccc(Cl)c(Cl)c5,155,Dopamine transporter,Homo sapiens,6.380906669373258
641,440429,38.00000000000001,nM,COc1ccc(cc1)c2cnc(s2)[C@@H]3[C@H]4CC[C@@H](C[C@@H]3c5ccc(Cl)cc5)N4C,155,Dopamine transporter,Homo sapiens,7.42021640338319
642,440429,44.999999999999986,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4ncc(s4)c5cccc(c5)[N+](=O)[O-],155,Dopamine transporter,Homo sapiens,7.346787486224656
643,440429,30.0,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4ncc(s4)c5ccc(cc5)[N+](=O)[O-],155,Dopamine transporter,Homo sapiens,7.522878745280337
644,440429,63.000000000000014,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4ncc(s4)c5cccc(Br)c5,155,Dopamine transporter,Homo sapiens,7.200659450546418
645,440429,107.00000000000004,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4ncc(s4)c5ccc(Br)cc5,155,Dopamine transporter,Homo sapiens,6.97061622231479
646,440429,41.00000000000001,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4ncc(s4)c5ccc(Cl)cc5,155,Dopamine transporter,Homo sapiens,7.3872161432802645
647,440429,30.0,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4ncc(s4)c5ccc(F)cc5,155,Dopamine transporter,Homo sapiens,7.522878745280337
648,443464,96.99999999999997,nM,CN(C)C1CCC(=CC1)c2c[nH]c3ccc(cc23)C#N,155,Dopamine transporter,Homo sapiens,7.013228265733755
649,443464,289.99999999999994,nM,CN(C)[C@@H]1CCC(=CC1)c2c[nH]c3ccc(cc23)C#N,155,Dopamine transporter,Homo sapiens,6.537602002101044
650,443464,79.99999999999999,nM,CN(C)[C@H]1CCC(=CC1)c2c[nH]c3ccc(cc23)C#N,155,Dopamine transporter,Homo sapiens,7.096910013008056
651,449184,3120.0,nM,C[C@H]1CN(CCN1C(=O)OCc2ccccc2)c3ccc(cn3)C(=O)Nc4ccccc4N,155,Dopamine transporter,Homo sapiens,5.505845405981558
652,454295,44.0,nM,Clc1cccc(CN(CC2CC2)[C@@H]3CCNC3)c1Cl,155,Dopamine transporter,Homo sapiens,7.356547323513812
653,454295,1190.0,nM,Fc1ccc(CN(C2CCOCC2)[C@H]3CCNC3)c(F)c1F,155,Dopamine transporter,Homo sapiens,5.924453038607469
654,454295,4000.0,nM,C(N(C1CCOCC1)[C@H]2CCNC2)c3ccccc3c4ccccc4,155,Dopamine transporter,Homo sapiens,5.3979400086720375
655,454295,4000.0,nM,FC(F)(F)c1ccccc1CN(C2CCOCC2)[C@H]3CCNC3,155,Dopamine transporter,Homo sapiens,5.3979400086720375
656,454295,1199.9999999999998,nM,Cc1ccccc1CN(C2CCOCC2)[C@H]3CCNC3,155,Dopamine transporter,Homo sapiens,5.920818753952375
657,454295,4000.0,nM,Fc1cccc(CN(C2CCOCC2)[C@H]3CCNC3)c1C(F)(F)F,155,Dopamine transporter,Homo sapiens,5.3979400086720375
658,454295,968.0,nM,COc1cccc(CN(C2CCOCC2)[C@H]3CCNC3)c1C,155,Dopamine transporter,Homo sapiens,6.014124642691606
659,454295,4000.0,nM,Cc1c(CN(C2CCOCC2)[C@H]3CCNC3)cccc1C(F)(F)F,155,Dopamine transporter,Homo sapiens,5.3979400086720375
660,454295,195.99999999999991,nM,Cc1c(Cl)cccc1CN(C2CCOCC2)[C@H]3CCNC3,155,Dopamine transporter,Homo sapiens,6.7077439286435245
661,454295,114.99999999999999,nM,Cc1cccc(CN(C2CCOCC2)[C@H]3CCNC3)c1Cl,155,Dopamine transporter,Homo sapiens,6.939302159646388
663,454295,727.0000000000002,nM,Cc1cccc(CN(C2CCOCC2)[C@H]3CCNC3)c1C,155,Dopamine transporter,Homo sapiens,6.138465589140962
664,454295,4000.0,nM,Cc1cccc(CN(C2CCOCC2)[C@@H]3CCNC3)c1C,155,Dopamine transporter,Homo sapiens,5.3979400086720375
665,454295,1599.9999999999998,nM,Cc1cccc(CN(Cc2ccccn2)[C@H]3CCNC3)c1C,155,Dopamine transporter,Homo sapiens,5.795880017344075
666,454295,1470.0000000000002,nM,Cc1cccc(CN(Cc2ccccn2)[C@@H]3CCNC3)c1C,155,Dopamine transporter,Homo sapiens,5.8326826652518236
667,454295,89.00000000000001,nM,Clc1cccc(CN(C2CCOCC2)[C@H]3CCNC3)c1Cl,155,Dopamine transporter,Homo sapiens,7.050609993355087
668,454295,122.0,nM,Clc1cccc(CN(Cc2ccccn2)[C@H]3CCNC3)c1Cl,155,Dopamine transporter,Homo sapiens,6.913640169325252
669,454295,125.0,nM,Clc1cccc(CN(Cc2ccccn2)[C@@H]3CCNC3)c1Cl,155,Dopamine transporter,Homo sapiens,6.903089986991944
670,454295,206.0,nM,Clc1cccc(CN(CC2CC2)[C@H]3CCNC3)c1Cl,155,Dopamine transporter,Homo sapiens,6.686132779630847
671,457379,44000.0,nM,CN(C)CC1CC1c2n[nH]c3ccc(cc23)C#N,155,Dopamine transporter,Homo sapiens,4.356547323513812
672,457379,1100.0,nM,CN(C)CC1CC1c2ccc3cc(ccc3c2)C#N,155,Dopamine transporter,Homo sapiens,5.958607314841775
673,457379,259.99999999999994,nM,CN(C)CC1CC1c2ccc3ccc(cc3c2)C#N,155,Dopamine transporter,Homo sapiens,6.585026652029182
674,457379,2399.9999999999995,nM,CN(C)CC1CC1c2ccc3ccccc3c2,155,Dopamine transporter,Homo sapiens,5.619788758288394
675,457379,11999.999999999998,nM,CN(C)CC1CC1c2cccc3c(cccc23)C#N,155,Dopamine transporter,Homo sapiens,4.920818753952375
676,457379,8700.0,nM,CN(C)CC1CC1c2cccc3cc(ccc23)C#N,155,Dopamine transporter,Homo sapiens,5.060480747381382
677,457379,32999.99999999999,nM,CN(C)CC1CC1c2cccc3ccccc23,155,Dopamine transporter,Homo sapiens,4.481486060122113
679,469464,8.0,nM,CCCCCCC(=O)OC[C@@H]1[C@H]2CCC(C[C@@H]1c3ccc(Cl)c(Cl)c3)N2C,155,Dopamine transporter,Homo sapiens,8.096910013008056
680,469464,1540.0,nM,Clc1ccc(cc1Cl)[C@H]2CC3CCC(S3)[C@H]2COC(=O)CCC(=O)OC[C@@H]4C5CCC(C[C@@H]4c6ccc(Cl)c(Cl)c6)S5,155,Dopamine transporter,Homo sapiens,5.8124792791635365
681,469464,2960.0,nM,Clc1ccc(cc1Cl)[C@H]2CC3CCC(O3)[C@H]2COC(=O)CCC(=O)OC[C@@H]4C5CCC(C[C@@H]4c6ccc(Cl)c(Cl)c6)S5,155,Dopamine transporter,Homo sapiens,5.528708288941061
682,469464,55.0,nM,CN1C2CC[C@@H]1[C@@H](COC(=O)CCC(=O)OC[C@@H]3C4CCC(C[C@@H]3c5ccc(Cl)c(Cl)c5)S4)[C@H](C2)c6ccc(Cl)c(Cl)c6,155,Dopamine transporter,Homo sapiens,7.259637310505756
683,469464,67.0,nM,CN1C2CC[C@@H]1[C@@H](COC(=O)CCC(=O)OC[C@@H]3[C@H]4CCC(C[C@@H]3c5ccc(Cl)c(Cl)c5)O4)[C@H](C2)c6ccc(Cl)c(Cl)c6,155,Dopamine transporter,Homo sapiens,7.173925197299173
684,469464,114.99999999999999,nM,CN1C2CCC1[C@@H](COC(=O)CCCCCCCCCCC(=O)OC[C@@H]3C4CCC(C[C@@H]3c5ccc(Cl)c(Cl)c5)N4C)[C@H](C2)c6ccc(Cl)c(Cl)c6,155,Dopamine transporter,Homo sapiens,6.939302159646388
685,469464,31.000000000000007,nM,CN1C2CCC1[C@@H](COC(=O)CCCCCCCCC(=O)OC[C@@H]3C4CCC(C[C@@H]3c5ccc(Cl)c(Cl)c5)N4C)[C@H](C2)c6ccc(Cl)c(Cl)c6,155,Dopamine transporter,Homo sapiens,7.508638306165727
686,469464,11.0,nM,CN1C2CCC1[C@@H](COC(=O)CCCCCCC(=O)OC[C@@H]3C4CCC(C[C@@H]3c5ccc(Cl)c(Cl)c5)N4C)[C@H](C2)c6ccc(Cl)c(Cl)c6,155,Dopamine transporter,Homo sapiens,7.958607314841775
687,469464,28.000000000000007,nM,CN1C2CCC1[C@@H](COC(=O)CCCCC(=O)OC[C@@H]3C4CCC(C[C@@H]3c5ccc(Cl)c(Cl)c5)N4C)[C@H](C2)c6ccc(Cl)c(Cl)c6,155,Dopamine transporter,Homo sapiens,7.552841968657781
688,469464,11.999999999999998,nM,CN1C2CCC1[C@@H](COC(=O)CCC(=O)OC[C@@H]3C4CCC(C[C@@H]3c5ccc(Cl)c(Cl)c5)N4C)[C@H](C2)c6ccc(Cl)c(Cl)c6,155,Dopamine transporter,Homo sapiens,7.920818753952375
689,469464,2.0,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(Cl)c(Cl)c3)S2,155,Dopamine transporter,Homo sapiens,8.698970004336019
690,469464,3.2999999999999994,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(Cl)c(Cl)c3)O2,155,Dopamine transporter,Homo sapiens,8.481486060122112
691,469336,6100.0,nM,CCN(CC)C(=O)C1(CC1CN)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.214670164989233
692,469336,10000.0,nM,NCC(=O)NCC1CC1(C(=O)C2NCCc3ccccc23)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.0
693,469336,10000.0,nM,NCC(=O)NCC1CC1(C(=O)N2CCc3ccccc23)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.0
694,469336,4599.999999999999,nM,CC(C)N(C(C)C)C(=O)C1(CC1CNC(=O)CN)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.337242168318426
695,469336,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CNC(=O)CN)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
696,469336,10000.0,nM,NCC1CC1(C(=O)C2NCCc3ccccc23)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.0
697,469336,10000.0,nM,NCC1CC1(C(=O)N2CCCc3ccccc23)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.0
698,469336,3900.0,nM,NCC1CC1(C(=O)N2CCc3ccccc23)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.4089353929735005
699,469336,10000.0,nM,NCC1CC1(C(=O)N2CCCCCC2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
700,469336,4599.999999999999,nM,NCC1CC1(C(=O)N2CCCCC2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.337242168318426
701,469336,7400.0,nM,NCC1CC1(C(=O)N2CCOCC2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.130768280269024
702,469336,10000.0,nM,NCC1C[C@]1(C(=O)N2CCCC2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
703,469336,10000.0,nM,CC(C)N(C(C)C)C(=O)[C@@]1(CC1CN)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
704,469336,10000.0,nM,CCN(Cc1ccccc1)C(=O)C2(CC2CN)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
705,469336,10000.0,nM,CCN(C(=O)C1(CC1CN)c2ccccc2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
706,469336,10000.0,nM,CCN(CC=C)C(=O)C1(CC1CN)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
707,469336,10000.0,nM,CCN(CCOC)C(=O)C1(CC1CN)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
708,469336,10000.0,nM,CCN(C1CCCCC1)C(=O)C2(CC2CN)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
709,469336,10000.0,nM,CCN(C(=O)C1(CC1CN)c2ccccc2)C(C)(C)C,155,Dopamine transporter,Homo sapiens,5.0
710,469336,10000.0,nM,CCCCN(CC)C(=O)C1(CC1CN)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
711,469336,10000.0,nM,CCCN(CC)C(=O)C1(CC1CN)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
712,469336,2399.9999999999995,nM,CCN(C)C(=O)C1(CC1CN)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.619788758288394
713,469336,10000.0,nM,NCC1CC1(C(=O)NCc2ccccc2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
714,469336,10000.0,nM,NCC1CC1(C(=O)Nc2ccccc2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
715,469336,10000.0,nM,NCC1CC1(C(=O)NC2CC2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
716,469336,10000.0,nM,CCNC(=O)[C@@]1(CC1CN)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
717,469336,4499.999999999999,nM,CCN(CC)C(=O)C1(CC1CN(C)C)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.346787486224656
718,469336,10000.0,nM,CCN(CC)C(=O)C1(CC1CNCc2ccncc2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
719,469336,10000.0,nM,CCN(CC)C(=O)C1(CC1CNCc2cccnc2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
720,469336,6200.000000000001,nM,CCN(CC)C(=O)C1(CC1CNCc2ccccn2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.207608310501746
721,469336,10000.0,nM,CCN(CC)C(=O)C1(CC1CNCc2ccc[nH]2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
722,469336,10000.0,nM,CCN(CC)C(=O)C1(CC1CNCc2occc2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
723,469336,10000.0,nM,CCN(CC)C(=O)C1(CC1CNCc2ocnc2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
724,469336,10000.0,nM,CCN(CC)C(=O)C1(CC1CNCc2occn2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
725,469336,10000.0,nM,CCN(CC)C(=O)C1(CC1CNCC(OC)OC)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
726,469336,10000.0,nM,CCN(CC)C(=O)C1(CC1CNCC2CCCC2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
727,469336,10000.0,nM,CCN(CC)C(=O)C1(CC1CNCC(C)C)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
728,469336,10000.0,nM,CCCCNCC1CC1(C(=O)N(CC)CC)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
729,469336,10000.0,nM,CCNCC1CC1(C(=O)N(CC)CC)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
730,469336,10000.0,nM,CCN(CC)C(=O)[C@@]1(CC1CNC)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
732,469336,3100.0000000000005,nM,CNCC[C@@H](Oc1ccccc1C)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.508638306165727
733,463819,399.99999999999994,nM,CCOc1ccccc1C[C@@H](N2CCNCC2)c3ccccc3,155,Dopamine transporter,Homo sapiens,6.3979400086720375
734,463819,319.99999999999994,nM,CNCc1cc(NS(=O)(=O)C)ccc1Oc2ccc(Cl)cc2C,155,Dopamine transporter,Homo sapiens,6.494850021680094
735,463819,47.0,nM,CNCc1cc(ccc1Oc2ccc(Cl)cc2C)N3CCCS3(=O)=O,155,Dopamine transporter,Homo sapiens,7.327902142064283
736,463819,171.99999999999997,nM,CNCc1cc(ccc1Oc2ccc(Cl)cc2C)C(=O)N(C)C,155,Dopamine transporter,Homo sapiens,6.764471553092451
737,463819,386.99999999999994,nM,CNCc1cc(ccc1Oc2ccc(Cl)cc2C)C(=O)NC,155,Dopamine transporter,Homo sapiens,6.412289034981089
738,463819,2820.0000000000005,nM,CNCc1cc(ccc1Oc2ccc(Cl)cc2C)C(=O)N,155,Dopamine transporter,Homo sapiens,5.549750891680639
739,463819,138.0,nM,CNCc1cc(ccc1Oc2ccc(Cl)cc2Cl)N3CCCS3(=O)=O,155,Dopamine transporter,Homo sapiens,6.860120913598763
740,463819,275.0,nM,CNCc1cc(ccc1Oc2ccc(Cl)cc2Cl)C(=O)N(C)C,155,Dopamine transporter,Homo sapiens,6.560667306169737
741,463819,799.9999999999999,nM,CNCc1cc(ccc1Oc2ccc(Cl)cc2Cl)C(=O)NC,155,Dopamine transporter,Homo sapiens,6.096910013008056
742,463819,1210.0000000000005,nM,CNCc1cc(ccc1Oc2ccc(Cl)cc2Cl)C(=O)N,155,Dopamine transporter,Homo sapiens,5.91721462968355
743,463819,3010.0,nM,CNCc1cc(ccc1Oc2ccc(Cl)cc2Cl)C#N,155,Dopamine transporter,Homo sapiens,5.521433504406157
744,463819,40000.0,nM,CNCc1cc(ccc1Oc2ccc(Cl)cc2OC)C(=O)N(C)C,155,Dopamine transporter,Homo sapiens,4.3979400086720375
745,463819,15700.0,nM,CNCc1cc(ccc1Oc2ccc(Cl)cc2OC)C(=O)NC,155,Dopamine transporter,Homo sapiens,4.804100347590766
746,463819,21000.0,nM,CNCc1cc(ccc1Oc2ccc(Cl)cc2OC)C(=O)N,155,Dopamine transporter,Homo sapiens,4.6777807052660805
747,463819,40000.0,nM,CNCc1cc(ccc1Oc2ccc(Cl)cc2OC)C#N,155,Dopamine transporter,Homo sapiens,4.3979400086720375
748,463819,5950.0,nM,CNCc1ccccc1Oc2ccc(OC)cc2Cl,155,Dopamine transporter,Homo sapiens,5.22548303427145
749,463819,6509.999999999999,nM,CNCc1ccccc1Oc2ccc(F)cc2Cl,155,Dopamine transporter,Homo sapiens,5.186419011431808
750,463819,420.99999999999994,nM,CNCc1ccccc1Oc2ccc(Cl)cc2C,155,Dopamine transporter,Homo sapiens,6.375717904164332
751,463819,505.9999999999999,nM,CNCc1ccccc1Oc2ccc(Cl)cc2Cl,155,Dopamine transporter,Homo sapiens,6.295849483160201
752,463819,19599.99999999999,nM,CNCc1ccccc1Oc2ccc(Cl)cc2OC,155,Dopamine transporter,Homo sapiens,4.707743928643524
753,463819,3780.000000000001,nM,COc1cc(Cl)ccc1Oc2ccccc2CN(C)C,155,Dopamine transporter,Homo sapiens,5.422508200162775
754,463819,2130.0,nM,CN(C)Cc1ccccc1Oc2ccc(F)cc2Cl,155,Dopamine transporter,Homo sapiens,5.671620396561262
755,463819,420.99999999999994,nM,CN(C)Cc1ccccc1Oc2ccc(Cl)cc2F,155,Dopamine transporter,Homo sapiens,6.375717904164332
756,463819,195.0,nM,CN(C)Cc1ccccc1Oc2ccc(Cl)cc2Cl,155,Dopamine transporter,Homo sapiens,6.709965388637482
757,463819,124.00000000000003,nM,CN(C)Cc1ccccc1Oc2ccc(Cl)cc2,155,Dopamine transporter,Homo sapiens,6.906578314837764
758,463819,193.99999999999994,nM,CN(C)Cc1ccccc1Oc2cccc(Cl)c2,155,Dopamine transporter,Homo sapiens,6.712198270069774
759,463819,2730.0000000000005,nM,CN(C)Cc1ccccc1Oc2ccccc2Cl,155,Dopamine transporter,Homo sapiens,5.5638373529592435
762,479730,2429.9999999999995,nM,CN(C)Cc1cnccc1Oc2ccc(Cl)cc2Cl,155,Dopamine transporter,Homo sapiens,5.614393726401688
763,479730,1969.9999999999995,nM,CN(C)Cc1cnccc1Oc2ccc(Cl)cc2Br,155,Dopamine transporter,Homo sapiens,5.7055337738384075
